Label: Snap-Lead sensor 1: EMG 1 Sampling frequency: 2.148148e+003 Number of points: 26850 start: 0.000000e+000 Unit: V Domain Unit: s
Label: Snap-Lead sensor 2: EMG 2 Sampling frequency: 2.148148e+003 Number of points: 26850 start: 0.000000e+000 Unit: V Domain Unit: s
Start Trigger Method: None
Stop Trigger Method: None
 
X[s],"Snap-Lead sensor 1: EMG 1",X[s],"Snap-Lead sensor 2: EMG 2"
0.04794827,0,0.04794827,0
0.04841379,0,0.04841379,0
0.04887931,0,0.04887931,0
0.04934483,0,0.04934483,0
0.04981034,0,0.04981034,0
0.05027586,0,0.05027586,0
0.05074138,0,0.05074138,0
0.05120689,0,0.05120689,0
0.05167241,0,0.05167241,0
0.05213793,0,0.05213793,0
0.05260345,0,0.05260345,0
0.05306897,0,0.05306897,0
0.05353448,0,0.05353448,0
0.054,0,0.054,0
0.05446552,0,0.05446552,0
0.05493103,0,0.05493103,0
0.05539655,0,0.05539655,0
0.05586207,0,0.05586207,0
0.05632759,0,0.05632759,0
0.0567931,0,0.0567931,0
0.05725862,0,0.05725862,0
0.05772414,0,0.05772414,0
0.05818965,0,0.05818965,0
0.05865517,0,0.05865517,0
0.05912069,0,0.05912069,0
0.0595862,0,0.0595862,0
0.06005172,0,0.06005172,0
0.06051724,0,0.06051724,0
0.06098276,0,0.06098276,0
0.06144828,0,0.06144828,0
0.06191379,0,0.06191379,0
0.06237931,0,0.06237931,0
0.06284483,0,0.06284483,0
0.06331034,0,0.06331034,0
0.06377586,0,0.06377586,0
0.06424138,0,0.06424138,0
0.06470689,0,0.06470689,0
0.06517241,0,0.06517241,0
0.06563793,0,0.06563793,0
0.06610344,0,0.06610344,0
0.06656896,0,0.06656896,0
0.06703448,0,0.06703448,0
0.0675,0,0.0675,0
0.06796551,0,0.06796551,0
0.06843103,0,0.06843103,0
0.06889655,0,0.06889655,0
0.06936207,0,0.06936207,0
0.06982759,0,0.06982759,0
0.0702931,0,0.0702931,0
0.07075862,0,0.07075862,0
0.07122414,0,0.07122414,0
0.07168965,0,0.07168965,0
0.07215517,0,0.07215517,0
0.07262069,0,0.07262069,0
0.0730862,0,0.0730862,0
0.07355172,0,0.07355172,0
0.07401724,0,0.07401724,0
0.07448275,0,0.07448275,0
0.07494827,0,0.07494827,0
0.07541379,0,0.07541379,0
0.07587931,0,0.07587931,0
0.07634483,0,0.07634483,0
0.07681035,0,0.07681035,0
0.07727586,0,0.07727586,0
0.07774138,0,0.07774138,0
0.0782069,0,0.0782069,0
0.07867241,0,0.07867241,0
0.07913793,0,0.07913793,0
0.07960345,0,0.07960345,0
0.08006896,0,0.08006896,0
0.08053448,0,0.08053448,0
0.081,0,0.081,0
0.08146551,0,0.08146551,0
0.08193103,0,0.08193103,0
0.08239655,0,0.08239655,0
0.08286206,0,0.08286206,0
0.08332758,0,0.08332758,0
0.0837931,0,0.0837931,0
0.08425862,0,0.08425862,0
0.08472414,0,0.08472414,0
0.08518966,0,0.08518966,0
0.08565517,0,0.08565517,0
0.08612069,0,0.08612069,0
0.08658621,0,0.08658621,0
0.08705172,0,0.08705172,0
0.08751724,0,0.08751724,0
0.08798276,0,0.08798276,0
0.08844827,0,0.08844827,0
0.08891379,0,0.08891379,0
0.08937931,0,0.08937931,0
0.08984482,0,0.08984482,0
0.09031034,0,0.09031034,0
0.09077586,0,0.09077586,0
0.09124137,0,0.09124137,0
0.09170689,0,0.09170689,0
0.09217241,0,0.09217241,0
0.09263793,0,0.09263793,0
0.09310345,0,0.09310345,0
0.09356897,0,0.09356897,0
0.09403448,0,0.09403448,0
0.0945,0,0.0945,0
0.09496552,0,0.09496552,0
0.09543103,0,0.09543103,0
0.09589655,0,0.09589655,0
0.09636207,0,0.09636207,0
0.09682758,0,0.09682758,0
0.0972931,0,0.0972931,0
0.09775862,0,0.09775862,0
0.09822413,0,0.09822413,0
0.09868965,0,0.09868965,0
0.09915517,0,0.09915517,0
0.09962068,0,0.09962068,0
0.1000862,0,0.1000862,0
0.1005517,0,0.1005517,0
0.1010172,0,0.1010172,0
0.1014828,0,0.1014828,0
0.1019483,0,0.1019483,0
0.1024138,0,0.1024138,0
0.1028793,0,0.1028793,0
0.1033448,0,0.1033448,0
0.1038103,0,0.1038103,0
0.1042759,0,0.1042759,0
0.1047414,0,0.1047414,0
0.1052069,0,0.1052069,0
0.1056724,0,0.1056724,0
0.1061379,0,0.1061379,0
0.1066034,0,0.1066034,0
0.107069,0,0.107069,0
0.1075345,0,0.1075345,0
0.108,0,0.108,0
0.1084655,0,0.1084655,0
0.108931,0,0.108931,0
0.1093965,0,0.1093965,0
0.1098621,0,0.1098621,0
0.1103276,0,0.1103276,0
0.1107931,0,0.1107931,0
0.1112586,0,0.1112586,0
0.1117241,0,0.1117241,0
0.1121897,0,0.1121897,0
0.1126552,0,0.1126552,0
0.1131207,0,0.1131207,0
0.1135862,0,0.1135862,0
0.1140517,0,0.1140517,0
0.1145172,0,0.1145172,0
0.1149828,0,0.1149828,0
0.1154483,0,0.1154483,0
0.1159138,0,0.1159138,0
0.1163793,0,0.1163793,0
0.1168448,0,0.1168448,0
0.1173103,0,0.1173103,0
0.1177759,0,0.1177759,0
0.1182414,0,0.1182414,0
0.1187069,0,0.1187069,0
0.1191724,0,0.1191724,0
0.1196379,0,0.1196379,0
0.1201034,0,0.1201034,0
0.120569,0,0.120569,0
0.1210345,0,0.1210345,0
0.1215,-0.0002254215,0.1215,5.035477E-07
0.1219655,-0.0002277714,0.1219655,3.860533E-06
0.122431,-0.0002010834,0.122431,3.860533E-06
0.1228966,-0.0001498894,0.1228966,5.203327E-06
0.1233621,-0.0001183337,0.1233621,6.54612E-06
0.1238276,-0.0001237049,0.1238276,5.874723E-06
0.1242931,-0.0001334401,0.1242931,4.867628E-06
0.1247586,-0.0001210193,0.1247586,4.196231E-06
0.1252241,-7.70428E-05,0.1252241,3.860533E-06
0.1256897,-3.860533E-06,0.1256897,4.196231E-06
0.1261552,8.979935E-05,0.1261552,4.531929E-06
0.1266207,0.0001952087,0.1266207,4.36408E-06
0.1270862,0.0003059892,0.1270862,3.860533E-06
0.1275517,0.0004140841,0.1275517,3.860533E-06
0.1280172,0.0005245289,0.1280172,3.860533E-06
0.1284828,0.0006571298,0.1284828,2.853437E-06
0.1289483,0.000782681,0.1289483,1.846342E-06
0.1294138,0.0008404211,0.1294138,1.174945E-06
0.1298793,0.0007999695,0.1298793,1.846342E-06
0.1303448,0.0006839857,0.1303448,2.517739E-06
0.1308103,0.0005314107,0.1308103,3.524834E-06
0.1312759,0.0003714504,0.1312759,4.531929E-06
0.1317414,0.0002200504,0.1317414,5.203327E-06
0.1322069,8.442817E-05,0.1322069,5.874723E-06
0.1326724,-3.20592E-05,0.1326724,5.203327E-06
0.1331379,-0.0001126268,0.1331379,4.196231E-06
0.1336034,-0.000139147,0.1336034,2.517739E-06
0.134069,-0.0001216907,0.134069,2.517739E-06
0.1345345,-9.550622E-05,0.1345345,2.517739E-06
0.135,-8.174258E-05,0.135,3.189136E-06
0.1354655,-8.308538E-05,0.1354655,3.356985E-06
0.135931,-0.0001022202,0.135931,3.189136E-06
0.1363965,-0.0001307546,0.1363965,4.196231E-06
0.1368621,-0.000161471,0.1368621,5.203327E-06
0.1373276,-0.0001925231,0.1373276,5.203327E-06
0.1377931,-0.0002145113,0.1377931,5.203327E-06
0.1382586,-0.0002177005,0.1382586,4.196231E-06
0.1387241,-0.0002086366,0.1387241,3.524834E-06
0.1391896,-0.0002083009,0.1391896,3.860533E-06
0.1396552,-0.0002271,0.1396552,4.531929E-06
0.1401207,-0.0002556344,0.1401207,5.035477E-06
0.1405862,-0.0002811475,0.1405862,5.874723E-06
0.1410517,-0.0002881972,0.1410517,6.54612E-06
0.1415172,-0.0002836652,0.1415172,5.874723E-06
0.1419827,-0.0002841688,0.1419827,6.210422E-06
0.1424483,-0.000282826,0.1424483,6.54612E-06
0.1429138,-0.000272755,0.1429138,6.881819E-06
0.1433793,-0.0002566415,0.1433793,6.210422E-06
0.1438448,-0.0002314641,0.1438448,5.203327E-06
0.1443103,-0.000184802,0.1443103,5.203327E-06
0.1447759,-0.0001196765,0.1447759,6.210422E-06
0.1452414,-6.160067E-05,0.1452414,6.210422E-06
0.1457069,-3.474479E-05,0.1457069,5.874723E-06
0.1461724,-1.846342E-05,0.1461724,5.539025E-06
0.1466379,2.803082E-05,0.1466379,4.196231E-06
0.1471034,9.147784E-05,0.1471034,3.860533E-06
0.147569,0.0001381399,0.147569,3.860533E-06
0.1480345,0.0001715419,0.1480345,3.860533E-06
0.1485,0.0001831235,0.1485,3.860533E-06
0.1489655,0.0001542535,0.1489655,2.517739E-06
0.149431,0.0001153124,0.149431,2.517739E-06
0.1498965,0.0001171588,0.1498965,3.860533E-06
0.1503621,0.0001696956,0.1503621,4.531929E-06
0.1508276,0.0002260929,0.1508276,3.860533E-06
0.1512931,0.0002254215,0.1512931,3.189136E-06
0.1517586,0.0001579461,0.1517586,3.524834E-06
0.1522241,8.241398E-05,0.1522241,4.531929E-06
0.1526897,5.421531E-05,0.1526897,4.867628E-06
0.1531552,7.972839E-05,0.1531552,4.867628E-06
0.1536207,0.0001475395,0.1536207,5.203327E-06
0.1540862,0.0002519417,0.1540862,4.531929E-06
0.1545517,0.0003583581,0.1545517,4.867628E-06
0.1550172,0.000406363,0.1550172,5.203327E-06
0.1554828,0.0003627222,0.1554828,5.203327E-06
0.1559483,0.0002636912,0.1559483,5.874723E-06
0.1564138,0.0001649958,0.1564138,5.539025E-06
0.1568793,8.358892E-05,0.1568793,5.203327E-06
0.1573448,1.359579E-05,0.1573448,6.210422E-06
0.1578103,-3.323415E-05,0.1578103,7.217518E-06
0.1582759,-4.800488E-05,0.1582759,6.54612E-06
0.1587414,-4.649424E-05,0.1587414,5.874723E-06
0.1592069,-5.857939E-05,0.1592069,4.867628E-06
0.1596724,-0.0001072557,0.1596724,4.531929E-06
0.1601379,-0.0002156863,0.1601379,4.867628E-06
0.1606034,-0.0003761502,0.1606034,5.203327E-06
0.161069,-0.0005225147,0.161069,6.210422E-06
0.1615345,-0.0005970398,0.1615345,6.881819E-06
0.162,-0.0006037537,0.162,7.553216E-06
0.1624655,-0.0005723659,0.1624655,7.553216E-06
0.162931,-0.0005215076,0.162931,7.217518E-06
0.1633966,-0.0004536965,0.1633966,5.874723E-06
0.1638621,-0.0003724575,0.1638621,4.531929E-06
0.1643276,-0.0002851759,0.1643276,4.531929E-06
0.1647931,-0.0002015869,0.1647931,5.203327E-06
0.1652586,-0.0001230335,0.1652586,5.874723E-06
0.1657241,-3.004501E-05,0.1657241,4.531929E-06
0.1661897,0.0001052415,0.1661897,3.860533E-06
0.1666552,0.000270573,0.1666552,3.524834E-06
0.1671207,0.0003892424,0.1671207,3.189136E-06
0.1675862,0.0004098878,0.1675862,3.860533E-06
0.1680517,0.0003929351,0.1680517,5.874723E-06
0.1685172,0.0004003205,0.1685172,6.54612E-06
0.1689828,0.0004258335,0.1689828,6.54612E-06
0.1694483,0.0004489967,0.1694483,6.210422E-06
0.1699138,0.0004684672,0.1699138,5.203327E-06
0.1703793,0.0004830701,0.1703793,4.867628E-06
0.1708448,0.0004857557,0.1708448,5.203327E-06
0.1713103,0.0004657816,0.1713103,3.860533E-06
0.1717759,0.0004107271,0.1717759,2.18204E-06
0.1722414,0.0003180743,0.1722414,1.174945E-06
0.1727069,0.0001978943,0.1727069,2.18204E-06
0.1731724,7.502861E-05,0.1731724,3.189136E-06
0.1736379,-3.038071E-05,0.1736379,3.692683E-06
0.1741034,-0.0001144732,0.1741034,4.531929E-06
0.174569,-0.0001831235,0.174569,3.860533E-06
0.1750345,-0.000240528,0.1750345,3.189136E-06
0.1755,-0.0002784619,0.1755,3.189136E-06
0.1759655,-0.0002791333,0.1759655,4.531929E-06
0.176431,-0.0002489204,0.176431,5.539025E-06
0.1768965,-0.0002098116,0.1768965,5.874723E-06
0.1773621,-0.0001824521,0.1773621,5.874723E-06
0.1778276,-0.0001693599,0.1778276,5.874723E-06
0.1782931,-0.0001549249,0.1782931,5.539025E-06
0.1787586,-0.0001284047,0.1787586,5.539025E-06
0.1792241,-9.617762E-05,0.1792241,5.874723E-06
0.1796896,-7.032883E-05,0.1796896,5.706874E-06
0.1801552,-5.891508E-05,0.1801552,4.531929E-06
0.1806207,-6.361486E-05,0.1806207,3.860533E-06
0.1810862,-7.80499E-05,0.1810862,5.035477E-06
0.1815517,-8.677805E-05,0.1815517,6.54612E-06
0.1820172,-8.476387E-05,0.1820172,7.553216E-06
0.1824827,-8.342107E-05,0.1824827,7.217518E-06
0.1829483,-9.617762E-05,0.1829483,7.217518E-06
0.1834138,-0.0001250477,0.1834138,7.049668E-06
0.1838793,-0.0001532464,0.1838793,7.217518E-06
0.1843448,-0.0001619745,0.1843448,7.049668E-06
0.1848103,-0.0001433432,0.1848103,5.539025E-06
0.1852759,-0.0001151446,0.1852759,3.189136E-06
0.1857414,-9.214923E-05,0.1857414,2.18204E-06
0.1862069,-7.469291E-05,0.1862069,2.517739E-06
0.1866724,-6.327916E-05,0.1866724,2.517739E-06
0.1871379,-5.052262E-05,0.1871379,2.517739E-06
0.1876034,-1.460288E-05,0.1876034,2.18204E-06
0.188069,4.515145E-05,0.188069,2.517739E-06
0.1885345,0.0001106127,0.1885345,4.531929E-06
0.189,0.0001797665,0.189,5.539025E-06
0.1894655,0.0002522774,0.1894655,5.874723E-06
0.189931,0.0003043107,0.189931,6.54612E-06
0.1903965,0.000297261,0.1903965,6.881819E-06
0.1908621,0.0002284428,0.1908621,7.217518E-06
0.1913276,0.0001455253,0.1913276,6.881819E-06
0.1917931,9.752041E-05,0.1917931,6.54612E-06
0.1922586,8.577096E-05,0.1922586,6.378271E-06
0.1927241,8.358892E-05,0.1927241,6.54612E-06
0.1931897,9.651331E-05,0.1931897,6.54612E-06
0.1936552,0.0001226978,0.1936552,6.54612E-06
0.1941207,0.000124712,0.1941207,6.881819E-06
0.1945862,9.181353E-05,0.1945862,7.553216E-06
0.1950517,4.011597E-05,0.1950517,7.049668E-06
0.1955172,-1.292439E-05,0.1955172,6.881819E-06
0.1959828,-6.462196E-05,0.1959828,7.217518E-06
0.1964483,-0.0001252155,0.1964483,6.881819E-06
0.1969138,-0.0001707027,0.1969138,5.539025E-06
0.1973793,-0.0001720455,0.1973793,6.210422E-06
0.1978448,-0.0001404898,0.1978448,7.217518E-06
0.1983103,-0.0001065843,0.1983103,7.888914E-06
0.1987759,-7.351797E-05,0.1987759,7.217518E-06
0.1992414,-3.910887E-05,0.1992414,6.54612E-06
0.1997069,-6.210422E-06,0.1997069,5.203327E-06
0.2001724,1.426719E-05,0.2001724,5.203327E-06
0.2006379,1.728847E-05,0.2006379,4.867628E-06
0.2011034,1.460288E-05,0.2011034,3.189136E-06
0.201569,1.795987E-05,0.201569,3.860533E-06
0.2020345,1.460288E-05,0.2020345,4.699779E-06
0.2025,-1.225299E-05,0.2025,4.531929E-06
0.2029655,-2.769513E-05,0.2029655,3.860533E-06
0.203431,-2.333104E-05,0.203431,3.692683E-06
0.2038966,-6.932174E-05,0.2038966,4.867628E-06
0.2043621,-0.0001720455,0.2043621,5.874723E-06
0.2048276,-0.0002640269,0.2048276,6.54612E-06
0.2052931,-0.0003012894,0.2052931,6.210422E-06
0.2057586,-0.0002836652,0.2057586,6.210422E-06
0.2062241,-0.0002244144,0.2062241,6.881819E-06
0.2066897,-0.000149218,0.2066897,6.378271E-06
0.2071552,-8.812085E-05,0.2071552,5.539025E-06
0.2076207,-4.53193E-05,0.2076207,5.203327E-06
0.2080862,2.517739E-06,0.2080862,4.867628E-06
0.2085517,6.327916E-05,0.2085517,5.706874E-06
0.2090172,0.0001201801,0.2090172,7.553216E-06
0.2094828,0.0001673457,0.2094828,9.231709E-06
0.2099483,0.0002079652,0.2099483,9.231709E-06
0.2104138,0.0002435492,0.2104138,7.553216E-06
0.2108793,0.0002670481,0.2108793,7.553216E-06
0.2113448,0.0002771191,0.2113448,8.89601E-06
0.2118103,0.0003053178,0.2118103,9.735256E-06
0.2122759,0.000360708,0.2122759,9.903105E-06
0.2127414,0.0004223087,0.2127414,9.903105E-06
0.2132069,0.0004627604,0.2132069,1.05745E-05
0.2136724,0.0004446326,0.2136724,1.12459E-05
0.2141379,0.0003677577,0.2141379,1.05745E-05
0.2146034,0.0002687266,0.2146034,7.888914E-06
0.215069,0.0001680171,0.215069,5.874723E-06
0.2155345,7.402152E-05,0.2155345,4.867628E-06
0.216,-1.510643E-06,0.216,5.035477E-06
0.2164655,-5.152972E-05,0.2164655,3.860533E-06
0.216931,-8.879225E-05,0.216931,1.846342E-06
0.2173965,-0.0001203479,0.2173965,-8.392462E-07
0.2178621,-0.0001507286,0.2178621,-3.524834E-06
0.2183276,-0.000191516,0.2183276,-5.539025E-06
0.2187931,-0.0002287785,0.2187931,-7.553216E-06
0.2192586,-0.0002492561,0.2192586,-8.560311E-06
0.2197241,-0.0002579843,0.2197241,-9.567407E-06
0.2201896,-0.0002610056,0.2201896,-1.02388E-05
0.2206552,-0.0002532845,0.2206552,-1.09102E-05
0.2211207,-0.000237171,0.2211207,-1.225299E-05
0.2215862,-0.0002311284,0.2215862,-1.393149E-05
0.2220517,-0.0002375067,0.2220517,-1.460288E-05
0.2225172,-0.0002294499,0.2225172,-1.560998E-05
0.2229827,-0.0001931945,0.2229827,-1.846342E-05
0.2234483,-0.000124712,0.2234483,-2.265965E-05
0.2239138,-4.448005E-05,0.2239138,-2.568093E-05
0.2243793,7.888914E-06,0.2243793,-2.652018E-05
0.2248448,2.887007E-05,0.2248448,-2.568093E-05
0.2253103,4.615854E-05,0.2253103,-2.400244E-05
0.2257759,7.083238E-05,0.2257759,-2.232395E-05
0.2262414,9.718471E-05,0.2262414,-2.030976E-05
0.2267069,0.0001085985,0.2267069,-1.896696E-05
0.2271724,8.979935E-05,0.2271724,-1.795987E-05
0.2276379,7.032883E-05,0.2276379,-1.829557E-05
0.2281034,9.349202E-05,0.2281034,-1.896696E-05
0.228569,0.0001576104,0.228569,-1.997406E-05
0.2290345,0.0002151827,0.2290345,-2.064546E-05
0.2295,0.0002502632,0.2295,-2.265965E-05
0.2299655,0.0002683909,0.2299655,-2.500954E-05
0.230431,0.0002626841,0.230431,-2.668803E-05
0.2308965,0.0002250858,0.2308965,-2.668803E-05
0.2313621,0.0001750668,0.2313621,-2.568093E-05
0.2318276,0.0001374685,0.2318276,-2.165255E-05
0.2322931,0.0001220264,0.2322931,-1.762417E-05
0.2327586,0.0001176623,0.2327586,-1.292439E-05
0.2332241,0.0001082628,0.2332241,-8.89601E-06
0.2336897,9.617762E-05,0.2336897,-4.531929E-06
0.2341552,8.879225E-05,0.2341552,1.678492E-07
0.2346207,9.047074E-05,0.2346207,5.539025E-06
0.2350862,0.0001045701,0.2350862,1.09102E-05
0.2355517,0.00010692,0.2355517,1.527428E-05
0.2360172,6.462196E-05,0.2360172,1.930266E-05
0.2364828,-1.02388E-05,0.2364828,2.534523E-05
0.2369483,-7.67071E-05,0.2369483,3.27306E-05
0.2374138,-0.0001193408,0.2374138,3.978027E-05
0.2378793,-0.000142504,0.2378793,4.632639E-05
0.2383448,-0.0001658351,0.2383448,4.951553E-05
0.2388103,-0.0002131685,0.2388103,5.018692E-05
0.2392759,-0.0003069963,0.2392759,5.119402E-05
0.2397414,-0.0004221408,0.2397414,5.320821E-05
0.2402069,-0.0005139544,0.2402069,5.287251E-05
0.2406724,-0.0005560846,0.2406724,5.152972E-05
0.2411379,-0.0005683375,0.2411379,5.069047E-05
0.2416034,-0.000582269,0.2416034,5.052262E-05
0.242069,-0.0005824369,0.242069,4.951553E-05
0.2425345,-0.0005258717,0.2425345,4.850843E-05
0.243,-0.0004009918,0.243,4.649424E-05
0.2434655,-0.0002344854,0.2434655,4.481575E-05
0.243931,-9.550622E-05,0.243931,4.347295E-05
0.2443966,-2.400244E-05,0.2443966,4.515145E-05
0.2448621,2.165255E-05,0.2448621,4.716563E-05
0.2453276,9.634547E-05,0.2453276,4.867628E-05
0.2457931,0.000173724,0.2457931,4.817273E-05
0.2462586,0.0002136721,0.2462586,4.649424E-05
0.2467241,0.000209308,0.2467241,4.548714E-05
0.2471897,0.0001824521,0.2471897,4.733349E-05
0.2476552,0.000173724,0.2476552,4.884413E-05
0.2481207,0.0001916838,0.2481207,4.817273E-05
0.2485862,0.0002224002,0.2485862,4.582284E-05
0.2490517,0.0002710765,0.2490517,4.414435E-05
0.2495172,0.0003294881,0.2495172,4.347295E-05
0.2499828,0.0003623865,0.2499828,4.145876E-05
0.2504483,0.0003452659,0.2504483,3.810178E-05
0.2509138,0.0003100176,0.2509138,3.30663E-05
0.2513793,0.0002999466,0.2513793,2.937362E-05
0.2518448,0.0003271382,0.2518448,2.517739E-05
0.2523103,0.0003492943,0.2523103,2.198825E-05
0.2527758,0.0003304952,0.2527758,1.997406E-05
0.2532414,0.0002740978,0.2532414,1.863127E-05
0.2537069,0.0001856413,0.2537069,1.594568E-05
0.2541724,7.939269E-05,0.2541724,1.05745E-05
0.2546379,-2.500954E-05,0.2546379,5.203327E-06
0.2551034,-0.0001226978,0.2551034,1.846342E-06
0.255569,-0.000223743,0.255569,5.035477E-07
0.2560345,-0.0003224384,0.2560345,-8.392462E-07
0.2565,-0.000388571,0.2565,-3.860533E-06
0.2569655,-0.000418616,0.2569655,-7.721065E-06
0.257431,-0.0004268406,0.257431,-1.02388E-05
0.2578965,-0.0004290226,0.2578965,-1.258869E-05
0.2583621,-0.0004254978,0.2583621,-1.493858E-05
0.2588276,-0.0004090486,0.2588276,-1.762417E-05
0.2592931,-0.0003570153,0.2592931,-1.980621E-05
0.2597586,-0.0002479133,0.2597586,-2.165255E-05
0.2602241,-0.0001079271,0.2602241,-2.366674E-05
0.2606896,1.863127E-05,0.2606896,-2.450599E-05
0.2611552,0.0001077592,0.2611552,-2.568093E-05
0.2616207,0.0001676814,0.2616207,-2.635233E-05
0.2620862,0.0002462348,0.2620862,-2.568093E-05
0.2625517,0.0003776608,0.2625517,-2.500954E-05
0.2630172,0.0005107652,0.2630172,-2.500954E-05
0.2634827,0.0005815976,0.2634827,-2.568093E-05
0.2639483,0.0005674983,0.2639483,-2.635233E-05
0.2644138,0.000504387,0.2644138,-2.735943E-05
0.2648793,0.000452018,0.2648793,-2.702373E-05
0.2653448,0.000411902,0.2653448,-2.769513E-05
0.2658103,0.0003560082,0.2658103,-2.635233E-05
0.2662759,0.0002992752,0.2662759,-2.316319E-05
0.2667414,0.0002539559,0.2667414,-2.064546E-05
0.2672069,0.000209308,0.2672069,-1.963836E-05
0.2676724,0.0001742275,0.2676724,-1.863127E-05
0.2681379,0.0001572747,0.2681379,-1.795987E-05
0.2686034,0.000131426,0.2686034,-1.628138E-05
0.269069,6.697185E-05,0.269069,-1.359579E-05
0.2695345,-3.105211E-05,0.2695345,-1.292439E-05
0.27,-0.0001263905,0.27,-1.225299E-05
0.2704655,-0.00019823,0.2704655,-1.12459E-05
0.270931,-0.0002485847,0.270931,-1.09102E-05
0.2713965,-0.0002767834,0.2713965,-1.09102E-05
0.2718621,-0.0002730907,0.2718621,-9.063859E-06
0.2723276,-0.0002331426,0.2723276,-7.217518E-06
0.2727931,-0.0001775845,0.2727931,-5.874723E-06
0.2732586,-0.0001394827,0.2732586,-4.531929E-06
0.2737241,-0.0001216907,0.2737241,-4.36408E-06
0.2741897,-0.0001082628,0.2741897,-4.867628E-06
0.2746552,-8.879225E-05,0.2746552,-4.867628E-06
0.2751207,-6.697185E-05,0.2751207,-2.18204E-06
0.2755862,-4.045167E-05,0.2755862,-1.678492E-07
0.2760517,-2.853437E-06,0.2760517,-5.035477E-07
0.2765172,4.615854E-05,0.2765172,-1.846342E-06
0.2769828,9.819181E-05,0.2769828,-1.846342E-06
0.2774483,0.0001193408,0.2774483,-5.035477E-07
0.2779138,8.677805E-05,0.2779138,-1.678492E-07
0.2783793,2.903792E-05,0.2783793,5.035477E-07
0.2788448,-2.803082E-05,0.2788448,1.846342E-06
