Format Version,1.0,
Take Name,TrunkStability_DS_MOCAP_Raw_6,
Capture Frame Rate,1920.00,
Export Frame Rate,120.00,
Capture Start Time,09 Aug 2021 09:19:06 -0400,
Total Frames In Take,1947,
Total Exported Frames,31152,
Coordinate Space,Local,
Device Name,NIDAQ USB-6343 (BNC) 31369206,
Device Type,1,
Device Channel Count,10,
Mocap Rate,120.00,
Mocap Rate Multiple,16.00

MocapFrame, MocapTime, DeviceFrame,ESR,ESL,IntOblR,IntOblL,LatR,LatL,AbsR,AbsL,ExtOblR,ExtOblL
1,0.008333,25,0.012101,-0.004653,0.020314,0.025570,0.007830,-0.001697,-0.025678,0.026556,-0.007282,0.017686
1,0.008333,26,0.001917,-0.009581,0.020314,0.022942,0.009801,-0.008267,-0.030935,0.027541,-0.009581,0.024585
1,0.008333,27,0.004217,-0.015166,0.018343,0.019000,0.009801,-0.008267,-0.027321,0.024913,0.001917,0.029184
1,0.008333,28,0.002902,-0.013852,0.018671,0.026556,0.000603,-0.007610,-0.029949,0.026227,0.004545,0.002574
1,0.008333,29,0.002245,-0.013195,0.017357,0.020642,0.009144,-0.003668,-0.026007,0.023599,0.005859,0.006188
1,0.008333,30,-0.004325,-0.006953,0.014729,0.021628,0.005859,-0.009581,-0.031592,0.026227,0.010130,-0.001697
1,0.008333,31,0.001260,-0.003668,0.004217,0.026556,0.005531,-0.008267,-0.027978,0.023599,-0.004982,-0.000383
2,0.016667,32,-0.001040,-0.005639,0.019000,0.017357,0.008159,-0.008924,-0.030278,0.022942,0.000931,-0.009253
2,0.016667,33,-0.003011,-0.013195,0.014401,0.023599,0.003888,-0.011224,-0.032906,0.022613,0.004874,0.011444
2,0.016667,34,-0.000383,-0.015166,0.014729,0.021956,0.005531,-0.013523,-0.028635,0.018343,0.000931,0.004874
2,0.016667,35,0.003231,-0.015494,0.014729,0.021956,0.006516,-0.009253,-0.028635,0.019985,0.006516,-0.008596
2,0.016667,36,0.001260,-0.023707,0.023599,0.019985,0.007502,-0.008596,-0.026993,0.021956,-0.013852,0.004545
2,0.016667,37,0.000603,-0.034877,0.016043,0.018343,0.009144,-0.004653,-0.027321,0.021628,0.027213,0.017029
2,0.016667,38,0.000931,-0.034548,0.018671,0.016043,0.004874,0.002574,-0.028964,0.025242,0.009801,0.033783
2,0.016667,39,0.003231,-0.028964,0.019657,0.007830,0.006188,0.007173,-0.028307,0.027213,0.017686,0.017029
2,0.016667,40,0.008487,-0.023379,0.016700,0.014072,0.005531,0.009473,-0.023379,0.022613,0.009473,0.016372
2,0.016667,41,0.000274,-0.019765,0.016372,0.017029,0.003560,0.006516,-0.024693,0.029184,0.011115,0.020971
2,0.016667,42,0.000603,-0.015494,0.017686,0.007502,0.005859,0.000931,-0.024036,0.027870,0.019657,0.021299
2,0.016667,43,0.001588,-0.012209,0.019657,0.013744,0.005531,0.000603,-0.026664,0.025242,0.019657,0.031812
2,0.016667,44,0.007502,-0.009253,0.020642,0.015058,0.007830,0.001917,-0.026993,0.022613,0.016372,0.025899
2,0.016667,45,0.004874,-0.001040,0.019328,0.017029,0.008159,0.000931,-0.027978,0.022942,0.015715,0.024585
2,0.016667,46,0.003231,0.001588,0.015386,0.019985,0.008487,0.003560,-0.029292,0.024585,0.033126,0.006845
2,0.016667,47,0.003888,0.003560,0.021628,0.011444,0.013086,0.002902,-0.029621,0.024913,0.031483,0.034440
3,0.025000,48,0.001917,0.001917,0.017029,0.020971,0.012429,0.003560,-0.030278,0.026556,0.037725,0.049880
3,0.025000,49,0.011115,-0.001697,0.019985,0.020642,0.010787,0.006516,-0.027978,0.025242,0.035754,0.046924
3,0.025000,50,0.005531,-0.007282,0.019657,0.020971,0.012101,0.006845,-0.025678,0.022613,0.016043,0.052180
3,0.025000,51,0.009801,-0.003668,0.010787,0.023599,0.014072,0.004217,-0.026993,0.019328,0.027213,0.067292
3,0.025000,52,0.006845,-0.005310,0.017357,0.024585,0.012758,-0.000383,-0.026664,0.018671,0.031812,0.041010
3,0.025000,53,0.004217,-0.001040,0.017686,0.023928,0.006188,0.001917,-0.030606,0.019657,0.027541,0.043310
3,0.025000,54,-0.002025,-0.004325,0.015715,0.023599,0.004217,-0.006624,-0.034548,0.026227,0.043310,0.047581
3,0.025000,55,0.005531,-0.009581,0.017029,0.025570,0.001917,-0.005310,-0.035205,0.015715,0.033126,0.041010
3,0.025000,56,0.004874,-0.000054,0.013744,0.019985,0.003560,-0.001040,-0.034548,0.019657,0.019000,0.028855
3,0.025000,57,0.006845,-0.002025,0.014729,0.023599,0.009473,-0.005310,-0.030606,0.019000,0.022285,0.022285
3,0.025000,58,0.005531,0.000603,0.013744,0.026227,0.004874,-0.006624,-0.026335,0.019657,0.014072,0.015715
3,0.025000,59,0.002574,-0.001697,0.017357,0.023270,0.009473,-0.008596,-0.031263,0.022285,0.026227,0.026227
3,0.025000,60,0.006516,-0.004325,0.022285,0.026227,0.009801,-0.006624,-0.029949,0.021299,0.010458,0.041996
3,0.025000,61,0.004874,-0.006624,0.010458,0.035754,0.009801,-0.006953,-0.028964,0.020314,0.010458,0.020314
3,0.025000,62,0.008159,-0.004325,0.011772,0.025570,0.011444,-0.011552,-0.027978,0.020642,0.007173,0.008487
3,0.025000,63,0.006845,-0.000054,0.012429,0.026884,0.010130,0.003888,-0.040133,0.022942,0.002245,0.007830
4,0.033333,64,0.008159,0.002574,0.006516,0.025570,0.013744,0.002245,-0.026993,0.021956,0.000274,0.001917
4,0.033333,65,0.008159,0.006516,0.020314,0.025899,0.011772,-0.001040,-0.028964,0.023928,0.008159,-0.010567
4,0.033333,66,0.011444,0.003231,0.015715,0.022285,0.009473,-0.006624,-0.029949,0.022942,0.009144,-0.001368
4,0.033333,67,0.013744,-0.003668,0.017029,0.022942,0.006188,-0.002354,-0.029949,0.022942,0.005859,0.005859
4,0.033333,68,0.005859,-0.006296,0.015386,0.024913,0.007830,-0.007282,-0.029621,0.021956,0.009473,0.005531
4,0.033333,69,0.007830,-0.004982,0.017029,0.025242,0.009801,-0.007282,-0.030278,0.021299,0.006188,0.015058
4,0.033333,70,0.005531,-0.001368,0.018671,0.022942,0.006845,-0.004982,-0.027978,0.023599,0.005202,0.037397
4,0.033333,71,-0.000383,0.001588,0.019328,0.022942,0.007502,-0.006296,-0.027978,0.022942,0.023599,0.006845
4,0.033333,72,-0.008924,-0.004325,0.020642,0.020971,0.000931,-0.015494,-0.030278,0.022285,0.015715,0.019985
4,0.033333,73,-0.010567,-0.004653,0.019328,0.024256,-0.002025,-0.010567,-0.028635,0.025899,0.003560,0.018014
4,0.033333,74,-0.017794,0.002574,0.021956,0.022613,0.000603,-0.006624,-0.028964,0.024913,0.037068,0.025899
4,0.033333,75,-0.008924,-0.000711,0.028855,0.019328,0.002245,-0.003339,-0.030606,0.022613,0.020971,0.019657
4,0.033333,76,-0.008267,-0.002354,0.023599,0.026884,-0.005967,0.002574,-0.030278,0.021956,0.025899,0.026227
4,0.033333,77,-0.013195,-0.006624,0.023599,0.024913,0.005202,0.000274,-0.028307,0.020642,0.023928,0.040025
4,0.033333,78,-0.015823,-0.013523,0.021628,0.026227,0.003888,0.003231,-0.026664,0.017686,0.000931,0.032469
4,0.033333,79,-0.031263,-0.018780,0.010787,0.027870,0.002574,-0.000383,-0.030278,0.023270,0.026556,0.036411
5,0.041667,80,-0.032577,-0.027650,0.022613,0.024256,0.003560,0.001260,-0.028964,0.022285,0.018014,0.054151
5,0.041667,81,-0.020422,-0.023707,0.026884,0.023599,0.005202,-0.007939,-0.027978,0.023270,0.011772,0.038054
5,0.041667,82,-0.005967,-0.019437,0.030169,0.019985,0.002574,-0.003011,-0.026664,0.022285,0.014401,0.036411
5,0.041667,83,0.004217,-0.023050,0.031155,0.020314,0.007502,-0.000383,-0.027978,0.018014,0.014729,0.029512
5,0.041667,84,0.002245,-0.021736,0.034440,0.022613,0.009801,-0.002682,-0.031263,0.027870,0.015715,0.016043
5,0.041667,85,-0.000383,-0.020751,0.030498,0.016700,0.009801,-0.005639,-0.030278,0.023270,0.019000,0.045938
5,0.041667,86,-0.002682,-0.015823,0.027213,0.023270,0.012101,-0.002025,-0.030935,0.024585,0.007502,0.042653
5,0.041667,87,-0.011552,-0.012209,0.026227,0.023270,0.012758,-0.005967,-0.032577,0.022942,0.025242,0.038711
5,0.041667,88,0.004874,-0.023050,0.032797,0.021299,0.013415,-0.004653,-0.025350,0.019657,0.022942,0.031483
5,0.041667,89,0.000931,-0.010238,0.036740,0.017686,0.015058,-0.003011,-0.026993,0.024256,0.011444,0.030826
5,0.041667,90,-0.003668,-0.011552,0.032140,0.025242,0.015715,-0.001368,-0.029292,0.023928,0.008487,0.024585
5,0.041667,91,-0.007939,-0.010895,0.028527,0.023928,0.017029,-0.002354,-0.030935,0.021956,0.008159,0.025899
5,0.041667,92,-0.017794,-0.006624,0.027213,0.024585,0.014729,-0.005967,-0.031920,0.023599,0.016043,0.016372
5,0.041667,93,-0.008596,-0.005639,0.022613,0.024256,0.011772,-0.003996,-0.026993,0.017357,0.003560,-0.000054
5,0.041667,94,-0.006624,-0.002354,0.015058,0.025899,0.011115,-0.002682,-0.026993,0.020642,-0.011552,0.035097
5,0.041667,95,-0.006296,-0.004653,0.016043,0.025570,0.009144,-0.002025,-0.027978,0.022613,0.002574,0.005859
6,0.050000,96,-0.003668,-0.003339,0.014401,0.029184,0.007173,0.000603,-0.030278,0.024585,-0.003996,0.004874
6,0.050000,97,0.000274,-0.003668,0.013086,0.026227,0.008159,-0.002682,-0.034220,0.022613,-0.003668,0.006188
6,0.050000,98,0.006516,-0.006953,0.014729,0.026227,0.006516,-0.005310,-0.031263,0.020971,0.017357,0.001260
6,0.050000,99,0.011444,0.002245,0.014729,0.029184,0.004545,-0.004325,-0.029621,0.025899,0.012101,-0.019437
6,0.050000,100,0.019328,0.009144,0.017357,0.023928,0.003888,-0.001368,-0.030606,0.025899,0.009473,0.009144
6,0.050000,101,0.018343,0.006516,0.016700,0.027541,0.005531,-0.008596,-0.030606,0.022285,-0.002354,0.009144
6,0.050000,102,0.006516,0.001588,0.012101,0.026884,0.001588,-0.002682,-0.031920,0.029841,0.014729,0.023928
6,0.050000,103,0.003231,-0.007939,0.012758,0.024913,0.004217,-0.001368,-0.027650,0.021628,0.002245,0.022942
6,0.050000,104,0.002245,-0.009581,0.013086,0.031812,0.000931,0.004217,-0.028964,0.024256,0.008487,0.011115
6,0.050000,105,0.004217,-0.015494,0.016372,0.028198,-0.003668,0.007173,-0.025678,0.023270,0.024585,0.031155
6,0.050000,106,0.005202,-0.016151,0.015386,0.023270,0.008159,0.010787,-0.033891,0.023599,0.023599,0.033783
6,0.050000,107,-0.003339,-0.015166,0.014729,0.022613,0.007173,0.008816,-0.031263,0.027870,0.029184,0.037068
6,0.050000,108,0.002245,-0.017466,0.012429,0.018014,0.006188,0.006516,-0.030935,0.023599,0.036740,0.024585
6,0.050000,109,-0.000054,-0.017137,0.017029,0.018343,0.006845,0.009473,-0.030606,0.024256,0.022613,0.034769
6,0.050000,110,-0.004982,-0.021736,0.016372,0.016043,0.003888,0.012758,-0.031592,0.026556,0.035426,0.053165
6,0.050000,111,-0.003011,-0.024364,0.017686,0.018343,0.004545,0.001260,-0.023379,0.024256,0.041996,0.050209
7,0.058333,112,-0.000711,-0.031263,0.019000,0.018014,0.006516,0.002902,-0.031263,0.021299,0.035097,0.053494
7,0.058333,113,0.000931,-0.021408,0.018343,0.016372,0.008487,0.000603,-0.030278,0.020642,0.019657,0.093573
7,0.058333,114,0.002902,-0.016151,0.021628,0.018014,0.010458,-0.001368,-0.031592,0.022613,0.024256,0.053822
7,0.058333,115,-0.000711,-0.010895,0.019657,0.021956,0.002574,0.004545,-0.032577,0.021628,0.023270,0.056451
7,0.058333,116,0.003560,-0.009581,0.021299,0.019657,0.005531,-0.006624,-0.030935,0.020971,0.020971,0.044953
7,0.058333,117,-0.003011,-0.008596,0.020971,0.014072,0.005531,-0.009581,-0.029949,0.021628,0.034769,0.050866
7,0.058333,118,-0.007610,-0.007610,0.020642,0.016372,0.005859,-0.007282,-0.030278,0.021299,0.004545,0.075833
7,0.058333,119,-0.009910,-0.007939,0.019000,0.015715,0.012101,-0.004982,-0.029949,0.024913,0.017686,0.032797
7,0.058333,120,-0.010567,-0.007282,0.019328,0.018014,-0.002354,0.003231,-0.029621,0.024913,0.013086,0.037725
7,0.058333,121,-0.003668,-0.006624,0.020642,0.019657,-0.000054,-0.005310,-0.027978,0.015715,0.013415,0.023928
7,0.058333,122,-0.004653,-0.001040,0.017686,0.021956,-0.001368,-0.003339,-0.032249,0.024913,0.041667,0.018671
7,0.058333,123,-0.001697,-0.006624,0.014729,0.027541,0.001917,-0.003668,-0.030278,0.022942,0.010130,0.011772
7,0.058333,124,-0.001040,-0.003011,0.016372,0.020314,0.004217,-0.003668,-0.030278,0.023928,0.014729,0.011115
7,0.058333,125,0.002245,-0.003996,0.020314,0.023599,0.009801,0.001588,-0.037834,0.021956,0.007502,0.008159
7,0.058333,126,0.005859,-0.004653,0.022285,0.024913,0.007502,-0.001697,-0.029292,0.011115,0.004217,0.001917
7,0.058333,127,0.001917,-0.004982,0.027541,0.026556,0.008816,0.000274,-0.032577,0.021628,-0.000383,-0.006296
8,0.066667,128,0.002574,-0.005967,0.017029,0.028527,0.006845,0.001917,-0.033563,0.018014,0.008487,0.014401
8,0.066667,129,0.003560,-0.004325,0.017686,0.027213,0.010787,-0.008267,-0.032249,0.020971,0.000931,-0.014837
8,0.066667,130,0.002245,-0.001697,0.017357,0.027213,0.009473,0.004545,-0.039805,0.023599,-0.000383,-0.006296
8,0.066667,131,0.002902,0.005531,0.018343,0.029841,0.012101,0.005531,-0.032249,0.022613,0.025242,-0.008924
8,0.066667,132,0.004545,0.004217,0.012429,0.030826,0.013744,0.003888,-0.029949,0.021299,0.025570,-0.010238
8,0.066667,133,0.007173,0.004874,0.022285,0.033126,-0.000383,0.002245,-0.029292,0.022942,0.001917,-0.000383
8,0.066667,134,0.006188,0.002902,0.020314,0.032140,0.012101,-0.010567,-0.026664,0.025899,0.015386,0.005202
8,0.066667,135,0.009144,0.001588,0.018671,0.029184,0.008159,0.002245,-0.021079,0.028855,-0.014509,0.004217
8,0.066667,136,0.003888,0.003231,0.017029,0.028527,0.014072,-0.003011,-0.026993,0.026556,-0.010567,0.014729
8,0.066667,137,0.006516,0.002902,0.018671,0.016043,0.018014,-0.001368,-0.024693,0.025899,0.012429,0.019000
8,0.066667,138,0.004874,0.000603,0.013415,0.026227,0.015715,0.000931,-0.028635,0.024256,0.019657,0.026227
8,0.066667,139,0.005531,-0.000383,0.013744,0.028527,0.010458,0.001260,-0.027978,0.023599,0.031483,0.021956
8,0.066667,140,0.004545,-0.000383,0.013744,0.026884,0.006188,-0.000054,-0.031920,0.023599,0.042653,0.048238
8,0.066667,141,0.010458,-0.000054,0.014401,0.030169,0.006188,0.000931,-0.029949,0.019000,0.031483,0.055137
8,0.066667,142,0.009144,-0.001368,0.014401,0.027870,0.008816,-0.001040,-0.029621,0.021628,0.042653,0.056779
8,0.066667,143,0.005531,-0.001368,0.019328,0.031155,0.011115,-0.001040,-0.029621,0.021299,0.036411,0.060393
9,0.075000,144,0.004874,-0.003996,0.018014,0.024913,0.013086,-0.002354,-0.024364,0.020642,0.038382,0.062035
9,0.075000,145,-0.003668,-0.001368,0.015058,0.027213,0.013744,-0.003011,-0.031263,0.023599,0.052180,0.070248
9,0.075000,146,0.011772,0.000603,0.005859,0.026227,0.012758,-0.001040,-0.027321,0.027541,0.041339,0.068606
9,0.075000,147,0.004217,-0.005639,0.016700,0.028855,0.010787,-0.000383,-0.029621,0.026884,0.045938,0.047909
9,0.075000,148,0.000603,-0.005639,0.014729,0.021299,0.009473,0.000931,-0.031592,0.026556,0.035426,0.066963
9,0.075000,149,-0.000383,-0.007610,0.018014,0.022613,0.012101,0.003888,-0.032577,0.023599,0.035426,0.052837
9,0.075000,150,-0.001368,-0.007610,0.010130,0.024585,0.008159,-0.002025,-0.030606,0.022942,0.023270,0.052180
9,0.075000,151,-0.003011,-0.012866,0.019985,0.022613,0.006516,-0.002682,-0.029621,0.024256,0.002574,0.042653
9,0.075000,152,-0.006624,-0.021408,0.019328,0.014072,0.008159,-0.003996,-0.029292,0.023599,0.025899,0.042653
9,0.075000,153,-0.005310,-0.021408,0.021299,0.017686,0.004545,-0.001368,-0.028635,0.025570,0.012758,0.037725
9,0.075000,154,-0.015494,-0.020422,0.020971,0.017357,0.009473,0.000274,-0.031592,0.027541,0.026556,0.032797
9,0.075000,155,-0.003011,-0.015823,0.020314,0.016700,0.009473,-0.000054,-0.026664,0.025570,0.008816,0.023270
9,0.075000,156,-0.007282,-0.018780,0.020314,0.020314,0.008487,-0.003668,-0.026664,0.027870,0.016043,-0.003011
9,0.075000,157,-0.010895,-0.016480,0.022942,0.011115,0.011115,-0.006296,-0.027321,0.027213,0.010787,0.012758
9,0.075000,158,-0.017137,-0.017794,0.022613,0.018671,0.011115,-0.005639,-0.026335,0.027541,0.010458,0.012758
9,0.075000,159,-0.010567,-0.025678,0.024913,0.015715,0.009144,-0.008596,-0.026993,0.026227,0.025899,0.017686
10,0.083333,160,-0.016151,-0.021736,0.027870,0.013415,0.006845,-0.006296,-0.029621,0.025570,0.014729,0.018343
10,0.083333,161,-0.014180,-0.022722,0.016700,0.017686,0.000931,-0.003339,-0.029949,0.022285,0.011444,0.019985
10,0.083333,162,-0.014837,-0.026664,0.023928,0.021956,-0.001040,-0.002682,-0.030606,0.022285,0.006516,0.003560
10,0.083333,163,-0.017137,-0.022393,0.023270,0.022285,-0.001368,0.008487,-0.030278,0.023928,0.006516,0.010130
10,0.083333,164,-0.019765,-0.014837,0.021628,0.025570,0.003888,0.002245,-0.028964,0.024913,0.022613,0.005859
10,0.083333,165,-0.005639,-0.010895,0.021628,0.026884,0.008159,0.003560,-0.030278,0.023270,0.007173,0.020642
10,0.083333,166,-0.000054,0.001917,0.021299,0.031812,0.009473,0.002902,-0.027321,0.023270,0.001260,0.043967
10,0.083333,167,0.004545,0.003888,0.023270,0.031483,0.005531,0.000931,-0.026993,0.024256,0.011115,0.012429
10,0.083333,168,0.003560,0.007173,0.021956,0.028855,0.005859,0.001260,-0.028307,0.024256,0.013086,0.016372
10,0.083333,169,0.005531,0.006188,0.020971,0.027870,0.003560,0.000274,-0.022065,0.023599,0.027213,0.015386
10,0.083333,170,0.004545,-0.000711,0.018343,0.030169,0.002245,0.004545,-0.031592,0.021628,0.027541,0.025899
10,0.083333,171,0.002245,0.000274,0.020642,0.025242,0.002245,0.002902,-0.030935,0.023928,0.023599,0.027870
10,0.083333,172,0.001917,-0.005310,0.015715,0.029184,0.011444,-0.001368,-0.029949,0.024585,0.025899,0.030169
10,0.083333,173,-0.000711,-0.006953,0.014729,0.032797,-0.000711,-0.002354,-0.031592,0.024585,0.022942,0.033783
10,0.083333,174,-0.002682,-0.007939,0.018014,0.027870,0.003560,-0.006296,-0.029621,0.017357,0.036411,0.046924
10,0.083333,175,-0.004325,-0.006624,0.024913,0.028527,0.002574,-0.004325,-0.030278,0.026227,0.047252,0.031812
11,0.091667,176,-0.001697,-0.003668,0.017686,0.035097,0.004545,-0.003996,-0.029292,0.021956,0.029841,0.045610
11,0.091667,177,-0.000383,-0.007939,0.020314,0.022942,0.001588,0.002902,-0.031263,0.021956,0.028527,0.059079
11,0.091667,178,-0.001697,-0.008267,0.017357,0.026556,0.001260,-0.003668,-0.034220,0.022613,0.038054,0.051194
11,0.091667,179,-0.003668,-0.003996,0.015058,0.024913,0.002902,-0.003996,-0.030606,0.023270,0.039368,0.047252
11,0.091667,180,-0.002682,-0.014837,0.026227,0.023270,0.002902,-0.001040,-0.032249,0.021956,0.027213,0.041010
11,0.091667,181,-0.001368,-0.012209,0.016700,0.017357,0.012101,0.002245,-0.032906,0.021299,0.036411,0.026884
11,0.091667,182,0.001588,-0.013852,0.020642,0.012101,0.001917,0.004217,-0.030606,0.018671,0.023928,0.041996
11,0.091667,183,0.008816,-0.011552,0.021628,0.009473,0.005202,0.005202,-0.026664,0.010787,0.018343,0.032469
11,0.091667,184,-0.001697,-0.000383,0.019328,0.007502,0.007502,0.005202,-0.027650,0.026556,0.003231,0.039368
11,0.091667,185,0.004545,-0.008267,0.019000,0.004874,0.007173,0.005202,-0.029949,0.022613,0.021299,0.026556
11,0.091667,186,0.000931,-0.005967,0.019657,0.008487,-0.003996,0.005859,-0.030935,0.022285,0.019657,0.017357
11,0.091667,187,0.002574,-0.011552,0.019328,0.008487,0.008487,0.005202,-0.029292,0.022942,0.023599,0.018343
11,0.091667,188,0.010130,-0.017137,0.019328,0.010130,0.010787,0.010787,-0.025350,0.023270,-0.007282,0.001588
11,0.091667,189,0.003231,-0.019765,0.019328,0.008816,0.012101,0.010130,-0.029292,0.024585,-0.019108,0.009473
11,0.091667,190,0.003560,-0.021408,0.015386,0.013744,0.010458,0.008487,-0.029621,0.020971,0.003888,0.014729
11,0.091667,191,0.003888,-0.015823,0.019328,0.017357,-0.000054,0.005202,-0.032577,0.019985,0.000274,-0.006624
12,0.100000,192,0.004545,-0.015166,0.017357,0.015058,0.010458,0.004545,-0.034220,0.020971,-0.001697,-0.000711
12,0.100000,193,0.011772,-0.014837,0.016700,0.018343,0.005202,0.001260,-0.025678,0.023599,-0.017794,-0.018123
12,0.100000,194,0.008816,-0.012538,0.010130,0.018343,0.006845,-0.000711,-0.028635,0.021628,-0.016480,-0.014837
12,0.100000,195,0.008816,-0.003996,0.022942,0.017686,0.007502,-0.003011,-0.029621,0.022942,-0.003339,-0.019765
12,0.100000,196,0.005859,-0.002025,0.016372,0.019657,0.005531,-0.000383,-0.031263,0.022613,0.000603,-0.000383
12,0.100000,197,0.003231,-0.002025,0.019328,0.023270,0.002574,-0.006296,-0.027650,0.020642,-0.000383,0.001260
12,0.100000,198,0.005202,-0.013852,0.020971,0.023928,0.007830,-0.005310,-0.029621,0.019985,0.013744,0.003888
12,0.100000,199,0.004217,-0.000383,0.008487,0.023599,0.011115,-0.004982,-0.028635,0.025242,0.020971,0.013415
12,0.100000,200,0.001260,-0.004325,0.019328,0.027541,0.013415,-0.004982,-0.030606,0.025242,0.015058,0.015386
12,0.100000,201,0.000274,0.000931,0.013415,0.024256,0.014401,-0.002354,-0.032249,0.023270,0.019328,0.023599
12,0.100000,202,0.000603,0.000931,0.015715,0.025570,0.013086,-0.009910,-0.030278,0.022942,0.020971,0.018343
12,0.100000,203,0.007173,-0.012209,0.017357,0.022942,0.014072,-0.008267,-0.028635,0.014401,0.020971,0.021628
12,0.100000,204,-0.002025,-0.004653,0.019328,0.025899,0.014072,-0.009253,-0.030278,0.021956,0.029512,0.022285
12,0.100000,205,-0.002025,-0.014509,0.013415,0.024256,0.013086,-0.010238,-0.029292,0.021299,0.036083,0.050537
12,0.100000,206,-0.006296,-0.022393,0.014729,0.023599,0.008159,-0.013523,-0.030606,0.019328,0.023270,0.042981
12,0.100000,207,-0.003339,-0.024693,0.016043,0.022942,0.009801,-0.010238,-0.030935,0.018671,0.023928,0.044624
13,0.108333,208,-0.004982,-0.019108,0.019985,0.024913,0.010130,-0.013852,-0.026335,0.024256,0.035754,0.044624
13,0.108333,209,-0.001368,-0.015166,0.015715,0.027213,0.009473,-0.011881,-0.027321,0.026884,0.049223,0.031155
13,0.108333,210,0.005202,-0.003011,0.021956,0.025899,0.010130,-0.009910,-0.026007,0.026884,0.038382,0.064006
13,0.108333,211,0.008487,0.002245,0.023270,0.027213,0.011772,-0.013195,-0.026335,0.027870,0.035754,0.051523
13,0.108333,212,0.013086,0.005859,0.025899,0.026227,0.006188,-0.007282,-0.026664,0.026884,0.023270,0.046267
13,0.108333,213,0.003888,-0.003011,0.026884,0.025570,0.005859,-0.010238,-0.026993,0.023599,0.012758,0.039039
13,0.108333,214,-0.005310,-0.008924,0.024913,0.027870,0.002574,-0.012209,-0.027321,0.024256,0.033126,0.033126
13,0.108333,215,-0.009910,-0.014837,0.025242,0.027870,-0.003339,-0.014837,-0.026993,0.021299,0.023599,0.032469
